10;1;3.232315809405594;1.803µs
10;1;3.232315809405594;1.44µs
10;1;3.232315809405594;1.242µs
10;1;3.232315809405594;1.788µs
10;1;3.232315809405594;2.335µs
10;1;3.232315809405594;1.229µs
10;1;3.232315809405594;1.21µs
10;1;3.232315809405594;1.181µs
10;1;3.232315809405594;2.031µs
10;1;3.232315809405594;1.355µs
100;1;3.1514934010709914;7.538µs
100;1;3.1514934010709914;7.407µs
100;1;3.1514934010709914;7.101µs
100;1;3.1514934010709914;7.135µs
100;1;3.1514934010709914;7.38µs
100;1;3.1514934010709914;7.342µs
100;1;3.1514934010709914;7.136µs
100;1;3.1514934010709914;10.304µs
100;1;3.1514934010709914;9.398µs
100;1;3.1514934010709914;9.42µs
1000;1;3.1425916543395442;106.09µs
1000;1;3.1425916543395442;83.682µs
1000;1;3.1425916543395442;84.003µs
1000;1;3.1425916543395442;84.941µs
1000;1;3.1425916543395442;83.819µs
1000;1;3.1425916543395442;82.415µs
1000;1;3.1425916543395442;100.582µs
1000;1;3.1425916543395442;83.934µs
1000;1;3.1425916543395442;95.11µs
1000;1;3.1425916543395442;110.934µs
10000;1;3.1416926435905346;997.215µs
10000;1;3.1416926435905346;988.689µs
10000;1;3.1416926435905346;956.031µs
10000;1;3.1416926435905346;969.867µs
10000;1;3.1416926435905346;1.053894ms
10000;1;3.1416926435905346;961.279µs
10000;1;3.1416926435905346;1.306358ms
10000;1;3.1416926435905346;1.418416ms
10000;1;3.1416926435905346;1.519241ms
10000;1;3.1416926435905346;1.60193ms
25000;1;3.141632651989835;2.903727ms
25000;1;3.141632651989835;2.984969ms
25000;1;3.141632651989835;2.851142ms
25000;1;3.141632651989835;2.789324ms
25000;1;3.141632651989835;2.676182ms
25000;1;3.141632651989835;3.035242ms
25000;1;3.141632651989835;2.70355ms
25000;1;3.141632651989835;2.486017ms
25000;1;3.141632651989835;4.235829ms
25000;1;3.141632651989835;4.351957ms
50000;1;3.141612653189785;5.494177ms
50000;1;3.141612653189785;5.669908ms
50000;1;3.141612653189785;5.272725ms
50000;1;3.141612653189785;6.906112ms
50000;1;3.141612653189785;5.099728ms
50000;1;3.141612653189785;5.253826ms
50000;1;3.141612653189785;5.551841ms
50000;1;3.141612653189785;5.085702ms
50000;1;3.141612653189785;5.100949ms
50000;1;3.141612653189785;5.216325ms
100000;1;3.1416026534897203;11.467474ms
100000;1;3.1416026534897203;13.946967ms
100000;1;3.1416026534897203;10.503442ms
100000;1;3.1416026534897203;10.421931ms
100000;1;3.1416026534897203;10.7846ms
100000;1;3.1416026534897203;10.801811ms
100000;1;3.1416026534897203;10.669094ms
100000;1;3.1416026534897203;14.889076ms
100000;1;3.1416026534897203;11.305531ms
100000;1;3.1416026534897203;11.520557ms
250000;1;3.141596653573781;27.567696ms
250000;1;3.141596653573781;26.945136ms
250000;1;3.141596653573781;27.313678ms
250000;1;3.141596653573781;26.967219ms
250000;1;3.141596653573781;27.202868ms
250000;1;3.141596653573781;29.075134ms
250000;1;3.141596653573781;28.141806ms
250000;1;3.141596653573781;28.167993ms
250000;1;3.141596653573781;27.084865ms
250000;1;3.141596653573781;26.902551ms
500000;1;3.1415946535856922;55.474379ms
500000;1;3.1415946535856922;60.654766ms
500000;1;3.1415946535856922;56.880531ms
500000;1;3.1415946535856922;55.981068ms
500000;1;3.1415946535856922;55.547961ms
500000;1;3.1415946535856922;56.057511ms
500000;1;3.1415946535856922;61.244091ms
500000;1;3.1415946535856922;57.487355ms
500000;1;3.1415946535856922;58.619259ms
500000;1;3.1415946535856922;63.353308ms
1000000;1;3.1415936535887745;116.055528ms
1000000;1;3.1415936535887745;119.647006ms
1000000;1;3.1415936535887745;114.852203ms
1000000;1;3.1415936535887745;113.573028ms
1000000;1;3.1415936535887745;117.407753ms
1000000;1;3.1415936535887745;116.244832ms
1000000;1;3.1415936535887745;116.76028ms
1000000;1;3.1415936535887745;116.304782ms
1000000;1;3.1415936535887745;114.235826ms
1000000;1;3.1415936535887745;114.355511ms
