10;1;0.00000640
10;2;0.00000960
10;4;0.00000660
10;8;0.00000810
100;1;0.00004820
100;2;0.00006390
100;4;0.00004160
100;8;0.00004900
1000;1;0.00060500
1000;2;0.00061770
1000;4;0.00065850
1000;8;0.00062160
10000;1;0.00557470
10000;2;0.00564750
10000;4;0.00557970
10000;8;0.00551740
25000;1;0.01412970
25000;2;0.01400140
25000;4;0.01347290
25000;8;0.01355950
50000;1;0.03325570
50000;2;0.03375450
50000;4;0.03346110
50000;8;0.03372850
100000;1;0.06029850
100000;2;0.07046460
100000;4;0.07118140
100000;8;0.07036790
250000;1;0.19130080
250000;2;0.11279560
250000;4;0.06384750
250000;8;0.05731800
500000;1;0.33870630
500000;2;0.20369540
500000;4;0.15018480
500000;8;0.10479550
1000000;1;0.84418230
1000000;2;0.47984360
1000000;4;0.26422750
1000000;8;0.23149029999999998
