10;1;0.00001270
10;2;0.00001320
10;4;0.00001450
10;8;0.00001290
100;1;0.00004300
100;2;0.00004490
100;4;0.00003460
100;8;0.00003840
1000;1;0.00037190
1000;2;0.00040850
1000;4;0.00037510
1000;8;0.00038970
10000;1;0.00342950
10000;2;0.00321140
10000;4;0.00328720
10000;8;0.00320060
25000;1;0.00868500
25000;2;0.00984810
25000;4;0.00962470
25000;8;0.00901340
50000;1;0.01846840
50000;2;0.01926770
50000;4;0.01871420
50000;8;0.01886770
100000;1;0.03937460
100000;2;0.03946180
100000;4;0.03928960
100000;8;0.03878530
250000;1;0.10101720
250000;2;0.10039840
250000;4;0.10084040
250000;8;0.10035330
500000;1;0.20868400
500000;2;0.13218270
500000;4;0.13716950
500000;8;0.13196320
1000000;1;0.43360300
1000000;2;0.26298270
1000000;4;0.16639230
1000000;8;0.1716585
